,actual_kwh,actual_temperature,date,time,dow,month
2013-02-10 22:45:00-08:00,42.6,,2/10/2013,22:45:00,6,2
2013-02-10 23:00:00-08:00,42.6,46.9,2/10/2013,23:00:00,6,2
2013-02-10 23:15:00-08:00,45.6,,2/10/2013,23:15:00,6,2
2013-02-10 23:30:00-08:00,45.3,,2/10/2013,23:30:00,6,2
2013-02-10 23:45:00-08:00,43.2,,2/10/2013,23:45:00,6,2
2013-02-11 00:00:00-08:00,43.5,46.9,2/11/2013,0:00:00,0,2
2013-02-11 00:15:00-08:00,44.1,,2/11/2013,0:15:00,0,2
2013-02-11 00:30:00-08:00,46.5,,2/11/2013,0:30:00,0,2
2013-02-11 00:45:00-08:00,46.2,,2/11/2013,0:45:00,0,2
2013-02-11 01:00:00-08:00,44.7,46.9,2/11/2013,1:00:00,0,2
2013-02-11 01:15:00-08:00,42,,2/11/2013,1:15:00,0,2
2013-02-11 01:30:00-08:00,45,,2/11/2013,1:30:00,0,2
2013-02-11 01:45:00-08:00,44.7,,2/11/2013,1:45:00,0,2
2013-02-11 02:00:00-08:00,46.5,44.1,2/11/2013,2:00:00,0,2
2013-02-11 02:15:00-08:00,46.8,,2/11/2013,2:15:00,0,2
2013-02-11 02:30:00-08:00,42,,2/11/2013,2:30:00,0,2
2013-02-11 02:45:00-08:00,43.8,,2/11/2013,2:45:00,0,2
2013-02-11 03:00:00-08:00,45,41,2/11/2013,3:00:00,0,2
2013-02-11 03:15:00-08:00,45,,2/11/2013,3:15:00,0,2
2013-02-11 03:30:00-08:00,47.1,,2/11/2013,3:30:00,0,2
2013-02-11 03:45:00-08:00,51.9,,2/11/2013,3:45:00,0,2
2013-02-11 04:00:00-08:00,49.8,42.1,2/11/2013,4:00:00,0,2
2013-02-11 04:15:00-08:00,54.9,,2/11/2013,4:15:00,0,2
2013-02-11 04:30:00-08:00,55.8,,2/11/2013,4:30:00,0,2
2013-02-11 04:45:00-08:00,56.4,,2/11/2013,4:45:00,0,2
2013-02-11 05:00:00-08:00,54.9,41,2/11/2013,5:00:00,0,2
2013-02-11 05:15:00-08:00,52.5,,2/11/2013,5:15:00,0,2
2013-02-11 05:30:00-08:00,54.6,,2/11/2013,5:30:00,0,2
2013-02-11 05:45:00-08:00,54.6,,2/11/2013,5:45:00,0,2
2013-02-11 06:00:00-08:00,56.1,42.1,2/11/2013,6:00:00,0,2
2013-02-11 06:15:00-08:00,57.9,,2/11/2013,6:15:00,0,2
2013-02-11 06:30:00-08:00,55.2,,2/11/2013,6:30:00,0,2
2013-02-11 06:45:00-08:00,57.3,,2/11/2013,6:45:00,0,2
2013-02-11 07:00:00-08:00,57.3,48,2/11/2013,7:00:00,0,2
2013-02-11 07:15:00-08:00,63.6,,2/11/2013,7:15:00,0,2
2013-02-11 07:30:00-08:00,64.8,,2/11/2013,7:30:00,0,2
2013-02-11 07:45:00-08:00,61.8,,2/11/2013,7:45:00,0,2
2013-02-11 08:00:00-08:00,63.9,48,2/11/2013,8:00:00,0,2
2013-02-11 08:15:00-08:00,66.6,,2/11/2013,8:15:00,0,2
2013-02-11 08:30:00-08:00,69.6,,2/11/2013,8:30:00,0,2
2013-02-11 08:45:00-08:00,69.9,,2/11/2013,8:45:00,0,2
2013-02-11 09:00:00-08:00,71.7,51.1,2/11/2013,9:00:00,0,2
2013-02-11 09:15:00-08:00,73.8,,2/11/2013,9:15:00,0,2
2013-02-11 09:30:00-08:00,78,,2/11/2013,9:30:00,0,2
2013-02-11 09:45:00-08:00,81.3,,2/11/2013,9:45:00,0,2
2013-02-11 10:00:00-08:00,84.9,53.1,2/11/2013,10:00:00,0,2
2013-02-11 10:15:00-08:00,84.6,,2/11/2013,10:15:00,0,2
2013-02-11 10:30:00-08:00,84.3,,2/11/2013,10:30:00,0,2
2013-02-11 10:45:00-08:00,86.4,,2/11/2013,10:45:00,0,2
2013-02-11 11:00:00-08:00,86.1,54,2/11/2013,11:00:00,0,2
2013-02-11 11:15:00-08:00,83.7,,2/11/2013,11:15:00,0,2
2013-02-11 11:30:00-08:00,83.4,,2/11/2013,11:30:00,0,2
2013-02-11 11:45:00-08:00,84,,2/11/2013,11:45:00,0,2
2013-02-11 12:00:00-08:00,85.5,57,2/11/2013,12:00:00,0,2
2013-02-11 12:15:00-08:00,87,,2/11/2013,12:15:00,0,2
2013-02-11 12:30:00-08:00,82.5,,2/11/2013,12:30:00,0,2
2013-02-11 12:45:00-08:00,87.9,,2/11/2013,12:45:00,0,2
2013-02-11 13:00:00-08:00,89.7,59,2/11/2013,13:00:00,0,2
2013-02-11 13:15:00-08:00,88.2,,2/11/2013,13:15:00,0,2
2013-02-11 13:30:00-08:00,86.4,,2/11/2013,13:30:00,0,2
2013-02-11 13:45:00-08:00,87,,2/11/2013,13:45:00,0,2
2013-02-11 14:00:00-08:00,87.9,60.1,2/11/2013,14:00:00,0,2
2013-02-11 14:15:00-08:00,88.8,,2/11/2013,14:15:00,0,2
2013-02-11 14:30:00-08:00,90,,2/11/2013,14:30:00,0,2
2013-02-11 14:45:00-08:00,87.9,,2/11/2013,14:45:00,0,2
2013-02-11 15:00:00-08:00,89.1,62.1,2/11/2013,15:00:00,0,2
2013-02-11 15:15:00-08:00,88.8,,2/11/2013,15:15:00,0,2
2013-02-11 15:30:00-08:00,93.3,,2/11/2013,15:30:00,0,2
2013-02-11 15:45:00-08:00,91.5,,2/11/2013,15:45:00,0,2
2013-02-11 16:00:00-08:00,88.8,61,2/11/2013,16:00:00,0,2
2013-02-11 16:15:00-08:00,90,,2/11/2013,16:15:00,0,2
2013-02-11 16:30:00-08:00,87.9,,2/11/2013,16:30:00,0,2
2013-02-11 16:45:00-08:00,84.6,,2/11/2013,16:45:00,0,2
2013-02-11 17:00:00-08:00,82.8,55.9,2/11/2013,17:00:00,0,2
2013-02-11 17:15:00-08:00,81.6,,2/11/2013,17:15:00,0,2
2013-02-11 17:30:00-08:00,85.5,,2/11/2013,17:30:00,0,2
2013-02-11 17:45:00-08:00,75.3,,2/11/2013,17:45:00,0,2
2013-02-11 18:00:00-08:00,76.2,51.1,2/11/2013,18:00:00,0,2
2013-02-11 18:15:00-08:00,57.9,,2/11/2013,18:15:00,0,2
2013-02-11 18:30:00-08:00,54.3,,2/11/2013,18:30:00,0,2
2013-02-11 18:45:00-08:00,52.5,,2/11/2013,18:45:00,0,2
2013-02-11 19:00:00-08:00,55.5,50,2/11/2013,19:00:00,0,2
2013-02-11 19:15:00-08:00,50.7,,2/11/2013,19:15:00,0,2
2013-02-11 19:30:00-08:00,48.6,,2/11/2013,19:30:00,0,2
2013-02-11 19:45:00-08:00,51.6,,2/11/2013,19:45:00,0,2
2013-02-11 20:00:00-08:00,49.2,48.9,2/11/2013,20:00:00,0,2
2013-02-11 20:15:00-08:00,48.3,,2/11/2013,20:15:00,0,2
2013-02-11 20:30:00-08:00,48.6,,2/11/2013,20:30:00,0,2
2013-02-11 20:45:00-08:00,50.1,,2/11/2013,20:45:00,0,2
2013-02-11 21:00:00-08:00,47.7,48.9,2/11/2013,21:00:00,0,2
2013-02-11 21:15:00-08:00,48.3,,2/11/2013,21:15:00,0,2
2013-02-11 21:30:00-08:00,47.4,,2/11/2013,21:30:00,0,2
2013-02-11 21:45:00-08:00,52.2,,2/11/2013,21:45:00,0,2
2013-02-11 22:00:00-08:00,50.1,48,2/11/2013,22:00:00,0,2
2013-02-11 22:15:00-08:00,45,,2/11/2013,22:15:00,0,2
2013-02-11 22:30:00-08:00,45.3,,2/11/2013,22:30:00,0,2
2013-02-11 22:45:00-08:00,45.3,,2/11/2013,22:45:00,0,2
2013-02-11 23:00:00-08:00,47.7,46.9,2/11/2013,23:00:00,0,2
2013-02-11 23:15:00-08:00,47.7,,2/11/2013,23:15:00,0,2
2013-02-11 23:30:00-08:00,45,,2/11/2013,23:30:00,0,2
2013-02-11 23:45:00-08:00,44.4,,2/11/2013,23:45:00,0,2
2013-02-12 00:00:00-08:00,45.6,46,2/12/2013,0:00:00,1,2
2013-02-12 00:15:00-08:00,48.6,,2/12/2013,0:15:00,1,2
2013-02-12 00:30:00-08:00,48,,2/12/2013,0:30:00,1,2
2013-02-12 00:45:00-08:00,48.9,,2/12/2013,0:45:00,1,2
2013-02-12 01:00:00-08:00,45,45,2/12/2013,1:00:00,1,2
2013-02-12 01:15:00-08:00,45.3,,2/12/2013,1:15:00,1,2
2013-02-12 01:30:00-08:00,48,,2/12/2013,1:30:00,1,2
2013-02-12 01:45:00-08:00,46.5,,2/12/2013,1:45:00,1,2
2013-02-12 02:00:00-08:00,47.1,44.1,2/12/2013,2:00:00,1,2
2013-02-12 02:15:00-08:00,44.7,,2/12/2013,2:15:00,1,2
2013-02-12 02:30:00-08:00,43.8,,2/12/2013,2:30:00,1,2
2013-02-12 02:45:00-08:00,44.4,,2/12/2013,2:45:00,1,2
2013-02-12 03:00:00-08:00,45,44.1,2/12/2013,3:00:00,1,2
2013-02-12 03:15:00-08:00,44.4,,2/12/2013,3:15:00,1,2
2013-02-12 03:30:00-08:00,42,,2/12/2013,3:30:00,1,2
2013-02-12 03:45:00-08:00,42.9,,2/12/2013,3:45:00,1,2
2013-02-12 04:00:00-08:00,43.8,41,2/12/2013,4:00:00,1,2
2013-02-12 04:15:00-08:00,44.7,,2/12/2013,4:15:00,1,2
2013-02-12 04:30:00-08:00,45.3,,2/12/2013,4:30:00,1,2
2013-02-12 04:45:00-08:00,45.3,41,2/12/2013,4:45:00,1,2
2013-02-12 05:00:00-08:00,46.5,42.1,2/12/2013,5:00:00,1,2
2013-02-12 05:15:00-08:00,57.3,,2/12/2013,5:15:00,1,2
2013-02-12 05:30:00-08:00,58.8,,2/12/2013,5:30:00,1,2
2013-02-12 05:45:00-08:00,58.8,,2/12/2013,5:45:00,1,2
2013-02-12 06:00:00-08:00,57.9,42.45,2/12/2013,6:00:00,1,2
2013-02-12 06:15:00-08:00,58.8,,2/12/2013,6:15:00,1,2
2013-02-12 06:30:00-08:00,62.7,,2/12/2013,6:30:00,1,2
2013-02-12 06:45:00-08:00,63.6,,2/12/2013,6:45:00,1,2
2013-02-12 07:00:00-08:00,64.5,43,2/12/2013,7:00:00,1,2
2013-02-12 07:15:00-08:00,63.9,,2/12/2013,7:15:00,1,2
2013-02-12 07:30:00-08:00,63.9,44.6,2/12/2013,7:30:00,1,2
2013-02-12 07:45:00-08:00,66.6,,2/12/2013,7:45:00,1,2
2013-02-12 08:00:00-08:00,70.2,45,2/12/2013,8:00:00,1,2
2013-02-12 08:15:00-08:00,70.5,,2/12/2013,8:15:00,1,2
2013-02-12 08:30:00-08:00,71.4,,2/12/2013,8:30:00,1,2
2013-02-12 08:45:00-08:00,69.6,,2/12/2013,8:45:00,1,2
2013-02-12 09:00:00-08:00,73.8,48,2/12/2013,9:00:00,1,2
2013-02-12 09:15:00-08:00,83.1,,2/12/2013,9:15:00,1,2
2013-02-12 09:30:00-08:00,85.8,,2/12/2013,9:30:00,1,2
2013-02-12 09:45:00-08:00,85.2,,2/12/2013,9:45:00,1,2
2013-02-12 10:00:00-08:00,81.9,50,2/12/2013,10:00:00,1,2
2013-02-12 10:15:00-08:00,85.8,,2/12/2013,10:15:00,1,2
2013-02-12 10:30:00-08:00,86.1,,2/12/2013,10:30:00,1,2
2013-02-12 10:45:00-08:00,88.8,,2/12/2013,10:45:00,1,2
2013-02-12 11:00:00-08:00,87.6,51.1,2/12/2013,11:00:00,1,2
2013-02-12 11:15:00-08:00,85.2,,2/12/2013,11:15:00,1,2
2013-02-12 11:30:00-08:00,88.2,,2/12/2013,11:30:00,1,2
2013-02-12 11:45:00-08:00,80.4,,2/12/2013,11:45:00,1,2
2013-02-12 12:00:00-08:00,74.7,52,2/12/2013,12:00:00,1,2
2013-02-12 12:15:00-08:00,81,,2/12/2013,12:15:00,1,2
2013-02-12 12:30:00-08:00,84.3,,2/12/2013,12:30:00,1,2
2013-02-12 12:45:00-08:00,85.2,,2/12/2013,12:45:00,1,2
2013-02-12 13:00:00-08:00,84.6,53.1,2/12/2013,13:00:00,1,2
2013-02-12 13:15:00-08:00,84.6,,2/12/2013,13:15:00,1,2
2013-02-12 13:30:00-08:00,82.8,,2/12/2013,13:30:00,1,2
2013-02-12 13:45:00-08:00,82.8,,2/12/2013,13:45:00,1,2
2013-02-12 14:00:00-08:00,86.1,55,2/12/2013,14:00:00,1,2
2013-02-12 14:15:00-08:00,87.9,,2/12/2013,14:15:00,1,2
2013-02-12 14:30:00-08:00,85.8,,2/12/2013,14:30:00,1,2
2013-02-12 14:45:00-08:00,85.2,,2/12/2013,14:45:00,1,2
2013-02-12 15:00:00-08:00,86.4,57,2/12/2013,15:00:00,1,2
2013-02-12 15:15:00-08:00,86.7,,2/12/2013,15:15:00,1,2
2013-02-12 15:30:00-08:00,89.4,,2/12/2013,15:30:00,1,2
2013-02-12 15:45:00-08:00,89.4,,2/12/2013,15:45:00,1,2
2013-02-12 16:00:00-08:00,90.6,55.9,2/12/2013,16:00:00,1,2
2013-02-12 16:15:00-08:00,88.5,,2/12/2013,16:15:00,1,2
2013-02-12 16:30:00-08:00,86.4,,2/12/2013,16:30:00,1,2
2013-02-12 16:45:00-08:00,86.4,,2/12/2013,16:45:00,1,2
2013-02-12 17:00:00-08:00,84,53.1,2/12/2013,17:00:00,1,2
2013-02-12 17:15:00-08:00,81.9,,2/12/2013,17:15:00,1,2
2013-02-12 17:30:00-08:00,83.4,,2/12/2013,17:30:00,1,2
2013-02-12 17:45:00-08:00,78.9,,2/12/2013,17:45:00,1,2
2013-02-12 18:00:00-08:00,76.8,50,2/12/2013,18:00:00,1,2
2013-02-12 18:15:00-08:00,55.2,,2/12/2013,18:15:00,1,2
2013-02-12 18:30:00-08:00,58.2,,2/12/2013,18:30:00,1,2
2013-02-12 18:45:00-08:00,52.2,,2/12/2013,18:45:00,1,2
2013-02-12 19:00:00-08:00,53.7,48.9,2/12/2013,19:00:00,1,2
2013-02-12 19:15:00-08:00,52.5,,2/12/2013,19:15:00,1,2
2013-02-12 19:30:00-08:00,50.1,,2/12/2013,19:30:00,1,2
2013-02-12 19:45:00-08:00,47.1,,2/12/2013,19:45:00,1,2
2013-02-12 20:00:00-08:00,51.9,48.9,2/12/2013,20:00:00,1,2
2013-02-12 20:15:00-08:00,49.2,,2/12/2013,20:15:00,1,2
2013-02-12 20:30:00-08:00,48.3,,2/12/2013,20:30:00,1,2
2013-02-12 20:45:00-08:00,49.2,,2/12/2013,20:45:00,1,2
2013-02-12 21:00:00-08:00,49.8,48,2/12/2013,21:00:00,1,2
2013-02-12 21:15:00-08:00,47.1,,2/12/2013,21:15:00,1,2
2013-02-12 21:30:00-08:00,47.4,,2/12/2013,21:30:00,1,2
2013-02-12 21:45:00-08:00,50.7,,2/12/2013,21:45:00,1,2
2013-02-12 22:00:00-08:00,48.9,48.9,2/12/2013,22:00:00,1,2
2013-02-12 22:15:00-08:00,50.4,,2/12/2013,22:15:00,1,2
2013-02-12 22:30:00-08:00,50.1,,2/12/2013,22:30:00,1,2
2013-02-12 22:45:00-08:00,47.4,,2/12/2013,22:45:00,1,2
2013-02-12 23:00:00-08:00,48.3,48,2/12/2013,23:00:00,1,2
2013-02-12 23:15:00-08:00,49.2,,2/12/2013,23:15:00,1,2
2013-02-12 23:30:00-08:00,50.7,,2/12/2013,23:30:00,1,2
2013-02-12 23:45:00-08:00,47.1,,2/12/2013,23:45:00,1,2
2013-02-13 00:00:00-08:00,46.2,48,2/13/2013,0:00:00,2,2
2013-02-13 00:15:00-08:00,48,,2/13/2013,0:15:00,2,2
2013-02-13 00:30:00-08:00,49.2,,2/13/2013,0:30:00,2,2
2013-02-13 00:45:00-08:00,48.9,,2/13/2013,0:45:00,2,2
2013-02-13 01:00:00-08:00,45.6,48,2/13/2013,1:00:00,2,2
2013-02-13 01:15:00-08:00,47.1,,2/13/2013,1:15:00,2,2
2013-02-13 01:30:00-08:00,48.9,,2/13/2013,1:30:00,2,2
2013-02-13 01:45:00-08:00,49.2,,2/13/2013,1:45:00,2,2
2013-02-13 02:00:00-08:00,46.2,46,2/13/2013,2:00:00,2,2
2013-02-13 02:15:00-08:00,46.5,,2/13/2013,2:15:00,2,2
2013-02-13 02:30:00-08:00,48.9,,2/13/2013,2:30:00,2,2
2013-02-13 02:45:00-08:00,47.4,,2/13/2013,2:45:00,2,2
2013-02-13 03:00:00-08:00,45.9,43,2/13/2013,3:00:00,2,2
2013-02-13 03:15:00-08:00,43.5,,2/13/2013,3:15:00,2,2
2013-02-13 03:30:00-08:00,45.3,,2/13/2013,3:30:00,2,2
2013-02-13 03:45:00-08:00,46.2,,2/13/2013,3:45:00,2,2
2013-02-13 04:00:00-08:00,45.9,42.1,2/13/2013,4:00:00,2,2
2013-02-13 04:15:00-08:00,44.4,,2/13/2013,4:15:00,2,2
2013-02-13 04:30:00-08:00,42.9,,2/13/2013,4:30:00,2,2
2013-02-13 04:45:00-08:00,48.9,,2/13/2013,4:45:00,2,2
2013-02-13 05:00:00-08:00,48.9,41,2/13/2013,5:00:00,2,2
2013-02-13 05:15:00-08:00,59.7,,2/13/2013,5:15:00,2,2
2013-02-13 05:30:00-08:00,57,,2/13/2013,5:30:00,2,2
2013-02-13 05:45:00-08:00,54.9,,2/13/2013,5:45:00,2,2
2013-02-13 06:00:00-08:00,56.1,41,2/13/2013,6:00:00,2,2
2013-02-13 06:15:00-08:00,60.9,,2/13/2013,6:15:00,2,2
2013-02-13 06:30:00-08:00,63.9,,2/13/2013,6:30:00,2,2
2013-02-13 06:45:00-08:00,60,42.8,2/13/2013,6:45:00,2,2
2013-02-13 07:00:00-08:00,60.3,43,2/13/2013,7:00:00,2,2
2013-02-13 07:15:00-08:00,63,,2/13/2013,7:15:00,2,2
2013-02-13 07:30:00-08:00,65.4,,2/13/2013,7:30:00,2,2
2013-02-13 07:45:00-08:00,65.4,,2/13/2013,7:45:00,2,2
2013-02-13 08:00:00-08:00,64.5,45,2/13/2013,8:00:00,2,2
2013-02-13 08:15:00-08:00,69.3,,2/13/2013,8:15:00,2,2
2013-02-13 08:30:00-08:00,70.5,46.4,2/13/2013,8:30:00,2,2
2013-02-13 08:45:00-08:00,69.3,,2/13/2013,8:45:00,2,2
2013-02-13 09:00:00-08:00,72,46.9,2/13/2013,9:00:00,2,2
2013-02-13 09:15:00-08:00,78.3,,2/13/2013,9:15:00,2,2
2013-02-13 09:30:00-08:00,81.6,,2/13/2013,9:30:00,2,2
2013-02-13 09:45:00-08:00,81.9,48.2,2/13/2013,9:45:00,2,2
2013-02-13 10:00:00-08:00,81.6,50,2/13/2013,10:00:00,2,2
2013-02-13 10:15:00-08:00,85.8,,2/13/2013,10:15:00,2,2
2013-02-13 10:30:00-08:00,85.2,,2/13/2013,10:30:00,2,2
2013-02-13 10:45:00-08:00,85.5,,2/13/2013,10:45:00,2,2
2013-02-13 11:00:00-08:00,88.2,51.1,2/13/2013,11:00:00,2,2
2013-02-13 11:15:00-08:00,87,,2/13/2013,11:15:00,2,2
2013-02-13 11:30:00-08:00,84.6,,2/13/2013,11:30:00,2,2
2013-02-13 11:45:00-08:00,87,,2/13/2013,11:45:00,2,2
2013-02-13 12:00:00-08:00,85.8,52,2/13/2013,12:00:00,2,2
2013-02-13 12:15:00-08:00,83.7,,2/13/2013,12:15:00,2,2
2013-02-13 12:30:00-08:00,85.8,,2/13/2013,12:30:00,2,2
2013-02-13 12:45:00-08:00,87.6,,2/13/2013,12:45:00,2,2
2013-02-13 13:00:00-08:00,87.3,52,2/13/2013,13:00:00,2,2
2013-02-13 13:15:00-08:00,93.6,,2/13/2013,13:15:00,2,2
2013-02-13 13:30:00-08:00,90.9,,2/13/2013,13:30:00,2,2
2013-02-13 13:45:00-08:00,87.6,,2/13/2013,13:45:00,2,2
2013-02-13 14:00:00-08:00,89.7,55.9,2/13/2013,14:00:00,2,2
2013-02-13 14:15:00-08:00,86.4,,2/13/2013,14:15:00,2,2
2013-02-13 14:30:00-08:00,88.8,,2/13/2013,14:30:00,2,2
2013-02-13 14:45:00-08:00,88.8,,2/13/2013,14:45:00,2,2
2013-02-13 15:00:00-08:00,86.4,59,2/13/2013,15:00:00,2,2
2013-02-13 15:15:00-08:00,92.1,,2/13/2013,15:15:00,2,2
2013-02-13 15:30:00-08:00,90.9,,2/13/2013,15:30:00,2,2
2013-02-13 15:45:00-08:00,90.3,,2/13/2013,15:45:00,2,2
2013-02-13 16:00:00-08:00,92.1,57,2/13/2013,16:00:00,2,2
2013-02-13 16:15:00-08:00,87.6,,2/13/2013,16:15:00,2,2
2013-02-13 16:30:00-08:00,85.8,,2/13/2013,16:30:00,2,2
2013-02-13 16:45:00-08:00,87.3,,2/13/2013,16:45:00,2,2
2013-02-13 17:00:00-08:00,84.3,52,2/13/2013,17:00:00,2,2
2013-02-13 17:15:00-08:00,79.8,,2/13/2013,17:15:00,2,2
2013-02-13 17:30:00-08:00,85.2,,2/13/2013,17:30:00,2,2
2013-02-13 17:45:00-08:00,78.6,,2/13/2013,17:45:00,2,2
2013-02-13 18:00:00-08:00,77.4,50,2/13/2013,18:00:00,2,2
2013-02-13 18:15:00-08:00,56.7,,2/13/2013,18:15:00,2,2
2013-02-13 18:30:00-08:00,53.1,,2/13/2013,18:30:00,2,2
2013-02-13 18:45:00-08:00,51.3,,2/13/2013,18:45:00,2,2
2013-02-13 19:00:00-08:00,54.3,50,2/13/2013,19:00:00,2,2
2013-02-13 19:15:00-08:00,51.6,,2/13/2013,19:15:00,2,2
2013-02-13 19:30:00-08:00,48.6,,2/13/2013,19:30:00,2,2
2013-02-13 19:45:00-08:00,49.2,,2/13/2013,19:45:00,2,2
2013-02-13 20:00:00-08:00,49.5,50,2/13/2013,20:00:00,2,2
2013-02-13 20:15:00-08:00,52.2,,2/13/2013,20:15:00,2,2
2013-02-13 20:30:00-08:00,49.5,,2/13/2013,20:30:00,2,2
2013-02-13 20:45:00-08:00,47.4,,2/13/2013,20:45:00,2,2
2013-02-13 21:00:00-08:00,48.6,48.9,2/13/2013,21:00:00,2,2
2013-02-13 21:15:00-08:00,51,,2/13/2013,21:15:00,2,2
2013-02-13 21:30:00-08:00,50.4,,2/13/2013,21:30:00,2,2
2013-02-13 21:45:00-08:00,48.9,,2/13/2013,21:45:00,2,2
2013-02-13 22:00:00-08:00,49.2,48.9,2/13/2013,22:00:00,2,2
2013-02-13 22:15:00-08:00,48.6,,2/13/2013,22:15:00,2,2
2013-02-13 22:30:00-08:00,49.8,,2/13/2013,22:30:00,2,2
2013-02-13 22:45:00-08:00,48.3,,2/13/2013,22:45:00,2,2
2013-02-13 23:00:00-08:00,45.9,48,2/13/2013,23:00:00,2,2
2013-02-13 23:15:00-08:00,47.1,,2/13/2013,23:15:00,2,2
2013-02-13 23:30:00-08:00,49.2,,2/13/2013,23:30:00,2,2
2013-02-13 23:45:00-08:00,48.6,,2/13/2013,23:45:00,2,2
2013-02-14 00:00:00-08:00,45,46,2/14/2013,0:00:00,3,2
2013-02-14 00:15:00-08:00,46.8,,2/14/2013,0:15:00,3,2
2013-02-14 00:30:00-08:00,45.3,,2/14/2013,0:30:00,3,2
2013-02-14 00:45:00-08:00,48.6,,2/14/2013,0:45:00,3,2
2013-02-14 01:00:00-08:00,43.5,46,2/14/2013,1:00:00,3,2
2013-02-14 01:15:00-08:00,45.9,,2/14/2013,1:15:00,3,2
2013-02-14 01:30:00-08:00,45.6,,2/14/2013,1:30:00,3,2
2013-02-14 01:45:00-08:00,45.9,,2/14/2013,1:45:00,3,2
2013-02-14 02:00:00-08:00,44.4,44.1,2/14/2013,2:00:00,3,2
2013-02-14 02:15:00-08:00,44.4,,2/14/2013,2:15:00,3,2
2013-02-14 02:30:00-08:00,45.3,,2/14/2013,2:30:00,3,2
2013-02-14 02:45:00-08:00,45.9,,2/14/2013,2:45:00,3,2
2013-02-14 03:00:00-08:00,44.1,45,2/14/2013,3:00:00,3,2
2013-02-14 03:15:00-08:00,42.6,44.6,2/14/2013,3:15:00,3,2
2013-02-14 03:30:00-08:00,43.5,44.6,2/14/2013,3:30:00,3,2
2013-02-14 03:45:00-08:00,44.4,,2/14/2013,3:45:00,3,2
2013-02-14 04:00:00-08:00,43.5,46.4,2/14/2013,4:00:00,3,2
2013-02-14 04:15:00-08:00,42.3,46.4,2/14/2013,4:15:00,3,2
2013-02-14 04:30:00-08:00,40.5,,2/14/2013,4:30:00,3,2
2013-02-14 04:45:00-08:00,44.7,,2/14/2013,4:45:00,3,2
2013-02-14 05:00:00-08:00,47.4,46,2/14/2013,5:00:00,3,2
2013-02-14 05:15:00-08:00,57.6,,2/14/2013,5:15:00,3,2
2013-02-14 05:30:00-08:00,56.7,,2/14/2013,5:30:00,3,2
2013-02-14 05:45:00-08:00,53.1,,2/14/2013,5:45:00,3,2
2013-02-14 06:00:00-08:00,54.3,43,2/14/2013,6:00:00,3,2
2013-02-14 06:15:00-08:00,60.6,,2/14/2013,6:15:00,3,2
2013-02-14 06:30:00-08:00,62.4,,2/14/2013,6:30:00,3,2
2013-02-14 06:45:00-08:00,60.3,,2/14/2013,6:45:00,3,2
2013-02-14 07:00:00-08:00,57.6,43,2/14/2013,7:00:00,3,2
2013-02-14 07:15:00-08:00,61.2,,2/14/2013,7:15:00,3,2
2013-02-14 07:30:00-08:00,64.2,,2/14/2013,7:30:00,3,2
2013-02-14 07:45:00-08:00,62.4,,2/14/2013,7:45:00,3,2
2013-02-14 08:00:00-08:00,61.2,46,2/14/2013,8:00:00,3,2
2013-02-14 08:15:00-08:00,60.3,,2/14/2013,8:15:00,3,2
2013-02-14 08:30:00-08:00,64.5,,2/14/2013,8:30:00,3,2
2013-02-14 08:45:00-08:00,66.3,,2/14/2013,8:45:00,3,2
2013-02-14 09:00:00-08:00,77.1,50,2/14/2013,9:00:00,3,2
2013-02-14 09:15:00-08:00,78,,2/14/2013,9:15:00,3,2
2013-02-14 09:30:00-08:00,79.8,,2/14/2013,9:30:00,3,2
2013-02-14 09:45:00-08:00,84.6,,2/14/2013,9:45:00,3,2
2013-02-14 10:00:00-08:00,88.2,51.1,2/14/2013,10:00:00,3,2
2013-02-14 10:15:00-08:00,90,,2/14/2013,10:15:00,3,2
2013-02-14 10:30:00-08:00,88.5,,2/14/2013,10:30:00,3,2
2013-02-14 10:45:00-08:00,92.7,,2/14/2013,10:45:00,3,2
2013-02-14 11:00:00-08:00,95.1,55,2/14/2013,11:00:00,3,2
2013-02-14 11:15:00-08:00,93.6,,2/14/2013,11:15:00,3,2
2013-02-14 11:30:00-08:00,95.1,,2/14/2013,11:30:00,3,2
2013-02-14 11:45:00-08:00,90,,2/14/2013,11:45:00,3,2
2013-02-14 12:00:00-08:00,88.5,55.9,2/14/2013,12:00:00,3,2
2013-02-14 12:15:00-08:00,89.4,,2/14/2013,12:15:00,3,2
2013-02-14 12:30:00-08:00,87.6,,2/14/2013,12:30:00,3,2
2013-02-14 12:45:00-08:00,90,,2/14/2013,12:45:00,3,2
2013-02-14 13:00:00-08:00,89.1,62.1,2/14/2013,13:00:00,3,2
2013-02-14 13:15:00-08:00,90.6,,2/14/2013,13:15:00,3,2
2013-02-14 13:30:00-08:00,89.7,,2/14/2013,13:30:00,3,2
2013-02-14 13:45:00-08:00,90,,2/14/2013,13:45:00,3,2
2013-02-14 14:00:00-08:00,93.6,64.9,2/14/2013,14:00:00,3,2
2013-02-14 14:15:00-08:00,94.5,,2/14/2013,14:15:00,3,2
2013-02-14 14:30:00-08:00,95.4,,2/14/2013,14:30:00,3,2
2013-02-14 14:45:00-08:00,92.7,,2/14/2013,14:45:00,3,2
2013-02-14 15:00:00-08:00,96.3,64.9,2/14/2013,15:00:00,3,2
2013-02-14 15:15:00-08:00,96.3,,2/14/2013,15:15:00,3,2
